customer_id,age,annual_income_usd,months_since_signup,avg_session_length_min,pages_per_session,web_time_sec,app_time_sec,store_visits_30d,purchases_30d,returns_30d,cart_abandon_rate_pct,loyalty_score,signup_days_ago,preferred_channel,device_os,country,day_of_week,is_holiday_season,segment
10327,28,33847.0,74,7.1,7,449.0,588,1,1,0,41.3,69.6,2227,app,Android,BR,Tue,0,budget
10328,50,28146.0,110,11.7,1,96.0,8,1,1,0,,0.0,3323,web,Android,TR,Tue,0,budget
10329,33,56854.0,38,17.9,9,13.0,309,1,1,0,55.9,0.0,1141,store,Android,TR,Mon,0,budget
10330,50,11081.0,86,13.8,5,286.0,342,1,3,1,84.9,22.1,2597,app,iOS,IN,Mon,0,budget
10331,69,33230.0,109,33.5,9,75.0,135,0,1,0,90.4,7.6,3278,app,Android,BR,Thu,0,budget
10332,67,45109.0,99,20.2,9,209.0,417,0,0,0,55.4,77.3,2977,web,iOS,IN,Sat,0,budget
10333,46,17574.0,11,11.0,7,237.0,175,2,3,0,84.0,29.3,344,web,Android,IN,Thu,0,budget
10334,64,30281.0,94,14.8,10,63.0,192,2,2,0,73.7,40.5,2847,mixed,Android,TR,Thu,1,budget
10335,60,34147.0,44,14.8,8,215.0,325,2,2,0,,32.4,1348,app,iOS,BR,Thu,0,budget
10336,18,31990.0,40,24.2,6,79.0,397,0,3,0,21.8,51.8,1210,web,Android,IN,Thu,1,budget
10337,59,57845.0,39,25.6,7,311.0,123,0,5,1,24.5,73.4,1170,,iOS,TR,Fri,0,loyal
10338,36,44960.0,59,24.5,6,115.0,226,1,2,0,,74.8,1780,web,Desktop,BR,Tue,0,budget
10339,32,66996.0,6,20.7,1,173.0,426,0,2,1,,39.2,184,mixed,Desktop,TR,Mon,1,budget
10340,34,15993.0,10,6.9,1,178.0,426,4,3,0,92.3,46.1,305,web,iOS,IN,Thu,0,budget
10341,26,31586.0,11,13.9,7,80.0,102,0,2,0,36.9,95.5,356,store,Android,US,Mon,0,budget
10342,43,150371.0,65,26.5,9,60.0,262,1,4,0,1.1,72.6,1972,web,iOS,BR,Mon,0,loyal
10343,36,23211.0,100,17.0,4,288.0,183,0,2,0,42.5,25.5,3019,web,iOS,TR,Sun,1,budget
10344,40,53795.0,80,34.7,7,,202,1,4,1,85.3,60.1,2420,app,iOS,BR,Fri,0,budget
10345,68,44920.0,9,33.1,4,574.0,515,0,3,0,41.1,10.3,271,app,Android,IN,Sun,0,budget
10346,58,45636.0,26,,5,217.0,50,1,2,0,77.7,78.7,795,store,Android,IN,Thu,0,budget
10347,55,50568.0,46,39.2,8,,131,0,2,0,36.6,49.1,1393,app,Android,TR,Fri,0,budget
10348,24,55230.0,106,,1,239.0,246,1,1,0,47.9,59.1,3209,app,iOS,BR,Wed,1,budget
10349,54,55184.0,70,11.8,1,170.0,75,1,3,0,57.4,50.5,2119,web,Android,TR,Sat,1,budget
10350,45,41740.0,9,21.0,10,124.0,474,0,1,0,,79.4,273,web,Android,TR,Fri,1,budget
10351,48,31375.0,80,14.5,8,570.0,13,0,1,0,36.7,77.4,2417,app,Android,IN,Wed,0,budget
10352,62,19031.0,20,17.5,5,28.0,232,1,7,1,,16.6,620,web,Desktop,TR,Fri,0,budget
10353,70,38012.0,52,8.3,8,226.0,94,2,4,0,42.7,44.6,1561,web,Desktop,TR,Thu,0,budget
10354,54,39504.0,95,18.8,12,86.0,197,0,1,0,,57.5,2879,web,Android,IN,Fri,0,budget
10355,50,60601.0,67,18.5,7,161.0,155,3,3,1,78.7,46.3,2021,app,Android,IN,Mon,0,budget
10356,34,37937.0,106,26.3,8,341.0,344,1,2,0,52.4,57.2,3182,web,iOS,US,Sun,0,budget
10357,39,15983.0,114,6.0,5,133.0,130,1,1,0,64.7,99.3,3427,app,iOS,US,Wed,0,budget
10358,57,20795.0,91,21.9,8,216.0,124,1,5,1,54.0,49.9,2738,app,Android,TR,Fri,0,budget
10359,18,64328.0,45,2.3,9,103.0,278,2,5,0,46.0,66.6,1352,app,Android,TR,Sun,0,budget
10360,44,54272.0,26,17.0,7,64.0,133,1,1,0,,69.5,792,app,iOS,US,Thu,0,budget
10361,55,15552.0,104,20.5,5,205.0,152,0,3,1,17.1,46.5,3137,app,iOS,IN,Thu,1,budget
10362,35,76811.0,98,17.3,11,,425,0,3,0,37.4,70.2,2943,store,Android,TR,Tue,1,loyal
10363,69,51653.0,120,12.8,6,543.0,157,2,4,0,36.7,47.7,3609,store,Android,US,Sun,0,loyal
10364,28,193188.0,31,29.2,7,647.0,65,0,2,0,52.8,53.2,933,web,Android,TR,Thu,0,budget
10365,22,49153.0,66,19.9,9,391.0,188,2,3,0,66.7,67.5,1993,web,Android,US,Sat,1,budget
10366,63,29983.0,83,14.4,3,682.0,104,2,2,0,44.9,68.2,2519,web,iOS,IN,Tue,0,budget
10367,75,36048.0,38,23.6,6,21.0,106,0,2,0,63.6,42.9,1149,app,iOS,US,Mon,0,budget
10368,33,26662.0,113,24.8,5,182.0,160,1,3,0,53.9,53.8,3411,app,iOS,DE,Fri,0,budget
10369,60,39437.0,120,10.2,12,282.0,109,2,3,0,90.9,72.7,3615,app,Android,TR,Wed,0,budget
10370,57,20622.0,66,24.6,11,331.0,194,1,2,0,22.4,67.0,2002,store,Desktop,TR,Thu,0,budget
10371,50,23872.0,8,10.4,9,260.0,144,2,3,0,83.0,56.8,244,web,iOS,BR,Tue,0,budget
10372,71,23759.0,78,21.3,4,335.0,126,1,4,0,27.6,37.5,2361,store,Android,US,Wed,1,budget
10373,32,12772.0,113,21.8,11,112.0,124,0,0,0,9.5,74.1,3397,web,iOS,DE,Sun,0,budget
10374,64,18919.0,64,10.7,8,263.0,210,0,0,0,52.5,61.0,1943,store,Android,US,Wed,0,budget
10375,47,81717.0,23,21.8,5,334.0,270,2,4,1,65.1,48.2,702,web,iOS,DE,Wed,0,budget
10376,69,38085.0,2,11.5,7,94.0,72,1,5,0,49.0,73.9,72,web,,DE,Wed,0,budget
10377,19,16568.0,11,,11,185.0,192,1,3,0,69.3,86.6,358,store,Android,DE,Sun,1,budget
10378,67,35811.0,42,2.2,9,343.0,293,2,2,0,51.6,23.4,1262,web,Android,US,Thu,0,budget
10379,22,57276.0,106,22.7,3,29.0,171,2,3,1,74.6,90.2,3182,web,Desktop,BR,Tue,0,budget
10380,47,53456.0,91,13.9,12,423.0,94,0,3,0,57.3,56.4,2732,app,iOS,TR,Wed,0,budget
10381,41,67544.0,36,19.5,4,,71,2,2,0,44.7,49.5,1090,web,Android,US,Fri,0,budget
10382,34,16004.0,9,21.5,10,85.0,34,0,2,1,10.2,44.3,296,web,Desktop,US,Fri,0,budget
10383,44,40176.0,77,25.6,7,372.0,111,1,2,0,60.7,66.3,2331,mixed,iOS,BR,Fri,1,budget
10384,21,71791.0,120,19.9,4,47.0,164,1,2,0,73.0,47.3,3610,store,,US,Wed,0,budget
10385,45,18438.0,6,21.5,11,406.0,95,0,2,0,56.4,88.7,206,app,Android,BR,Thu,0,budget
10386,25,29130.0,5,8.4,10,182.0,308,2,4,1,58.6,38.1,172,app,Android,US,Wed,0,budget
10387,73,40059.0,77,12.6,9,97.0,217,1,2,1,59.6,34.2,2326,app,Android,BR,Tue,0,budget
10388,22,19629.0,18,35.5,4,231.0,228,0,1,0,51.1,66.3,549,app,Android,US,Wed,0,budget
10389,32,50915.0,18,18.1,2,623.0,152,1,3,0,49.7,74.7,568,app,iOS,US,Fri,0,budget
10390,68,25146.0,84,,6,284.0,143,1,2,0,26.3,89.4,2533,web,Desktop,IN,Wed,0,budget
10391,47,31415.0,98,26.0,8,677.0,213,0,5,1,85.8,97.3,2953,web,Android,US,Tue,0,budget
10392,19,39184.0,86,20.8,8,203.0,87,0,4,0,31.7,41.0,2608,app,Desktop,US,Mon,0,budget
10393,42,57653.0,44,15.6,6,46.0,190,3,4,0,28.2,57.4,1340,app,Android,TR,Thu,0,budget
10394,48,58319.0,115,,6,254.0,143,2,3,1,49.7,60.1,3456,web,iOS,TR,Fri,1,budget
10395,47,82907.0,77,24.1,1,251.0,127,1,2,0,50.3,100.0,2319,store,Desktop,US,Wed,0,loyal
10396,43,27071.0,22,13.4,7,,256,0,2,0,29.8,76.9,666,web,Android,IN,Fri,0,budget
10397,55,39209.0,27,16.3,2,206.0,112,1,2,0,48.2,47.5,838,app,iOS,TR,Tue,0,budget
10398,65,47169.0,24,26.4,2,139.0,95,0,5,0,35.2,31.0,744,web,Android,US,Sun,0,budget
10399,68,29753.0,25,13.2,8,428.0,75,0,0,0,61.1,95.6,751,app,iOS,US,Sun,0,budget
10400,24,24128.0,35,19.9,10,112.0,69,0,3,0,50.6,39.1,1070,app,Android,TR,Sat,0,budget
10401,29,32807.0,118,6.6,6,57.0,128,1,2,0,76.1,43.5,3559,store,Android,US,Fri,0,budget
10402,34,16398.0,24,17.4,8,190.0,137,1,2,0,64.3,44.7,720,store,Android,TR,Tue,0,budget
10403,69,88065.0,50,1.7,8,86.0,30,1,2,0,76.4,62.6,1507,web,Desktop,TR,Fri,0,budget
10404,66,18115.0,118,28.6,8,393.0,400,1,5,1,97.9,76.3,3561,app,Android,TR,Wed,0,budget
10405,58,83916.0,28,15.7,8,71.0,35,1,6,0,,57.5,854,app,Android,TR,Sat,0,budget
10406,26,31180.0,120,26.3,7,367.0,69,1,4,1,83.1,89.3,3608,web,Android,BR,Wed,0,budget
10407,24,62025.0,16,24.3,4,125.0,122,1,2,0,,100.0,509,store,Desktop,BR,Tue,0,budget
10408,67,31289.0,120,17.7,6,29.0,228,1,2,0,65.2,73.2,3613,app,Android,TR,Fri,0,budget
10409,56,21952.0,109,,8,105.0,35,1,2,0,58.1,71.0,3295,,Android,IN,Sun,0,budget
10410,48,70579.0,14,15.8,9,74.0,63,3,5,0,36.7,88.9,448,web,iOS,TR,Thu,0,loyal
10411,63,31304.0,99,15.5,9,249.0,40,2,3,0,49.6,47.6,2984,web,iOS,IN,Mon,0,budget
10412,22,56741.0,72,18.4,12,115.0,78,2,2,0,,45.3,2186,app,Android,TR,Thu,0,budget
10413,50,20551.0,115,17.3,1,113.0,25,0,3,0,69.6,37.9,3460,web,Android,US,Wed,0,budget
10414,33,26694.0,87,2.0,5,199.0,20,0,2,0,42.8,27.3,2611,web,Desktop,DE,Mon,0,budget
10415,56,22244.0,110,35.1,9,609.0,132,0,1,0,6.6,56.1,3324,app,Android,TR,Wed,0,budget
10416,65,14921.0,29,26.8,12,281.0,58,1,2,0,86.9,63.4,894,,iOS,DE,Fri,1,budget
10417,54,21479.0,26,25.1,5,337.0,178,0,0,0,60.0,57.0,805,web,Android,BR,Tue,0,budget
10418,48,38850.0,42,32.8,5,,169,0,3,0,43.4,15.0,1278,store,iOS,IN,Wed,1,budget
10419,46,50375.0,41,,1,383.0,119,1,2,0,1.0,72.3,1239,app,Android,TR,Thu,0,loyal
10420,46,26251.0,80,,7,68.0,372,0,0,0,48.1,65.9,2418,store,Desktop,US,Tue,0,budget
10421,73,55646.0,49,22.7,10,158.0,303,1,3,0,57.5,64.6,1477,web,Desktop,BR,Thu,0,budget
10422,61,33296.0,56,15.0,4,95.0,473,0,3,0,92.1,65.1,1681,web,Android,DE,Wed,1,budget
10423,33,15271.0,89,26.8,9,549.0,28,1,4,1,64.9,45.4,2688,app,iOS,TR,Wed,0,budget
10424,67,48391.0,7,30.6,1,,105,2,2,0,100.0,2.7,224,app,Android,US,Wed,0,budget
10425,44,79230.0,71,12.1,7,299.0,158,1,3,1,18.9,36.4,2139,app,Desktop,IN,Sun,0,budget
10426,67,33317.0,77,23.2,4,158.0,157,0,2,0,56.7,78.9,2336,app,Desktop,BR,Wed,0,budget
10427,65,19307.0,110,25.1,10,97.0,320,0,1,0,49.0,40.6,3318,web,Android,US,Thu,0,budget
10428,58,30878.0,62,9.9,5,2.0,150,2,2,0,,71.8,1861,app,iOS,DE,Tue,0,budget
10429,59,100958.0,49,20.6,4,15.0,517,1,4,0,46.9,82.5,1477,mixed,,IN,Mon,0,loyal
10430,54,87402.0,64,4.9,2,155.0,82,3,2,0,7.7,15.2,1947,store,iOS,IN,Tue,0,budget
10431,35,35557.0,3,,6,95.0,46,1,3,0,62.5,52.6,115,app,Desktop,IN,Thu,1,budget
10432,74,38260.0,88,5.2,9,261.0,348,2,3,0,29.8,74.8,2643,app,iOS,US,Sat,0,budget
10433,24,23198.0,29,17.0,4,,84,2,3,0,97.4,46.0,870,app,Android,IN,Fri,0,budget
10434,69,21138.0,13,42.4,6,607.0,88,1,3,0,61.6,69.6,403,web,Android,BR,Mon,0,budget
10435,70,47666.0,1,20.5,10,47.0,169,2,1,0,,87.2,51,store,Android,DE,Tue,1,budget
10436,54,60841.0,8,27.2,5,96.0,18,0,5,0,22.2,51.3,240,app,Android,US,Fri,0,budget
10437,36,80782.0,14,5.4,16,49.0,186,1,3,0,29.4,60.1,444,app,iOS,DE,Sun,0,budget
10438,41,42520.0,43,6.5,6,185.0,248,0,0,0,70.8,55.4,1309,app,Android,IN,Fri,0,budget
10439,22,47267.0,72,19.6,7,174.0,274,1,2,0,40.7,76.0,2184,app,Android,BR,Mon,0,budget
10440,30,22430.0,114,26.2,6,210.0,48,0,1,0,53.4,33.3,3426,web,,US,Thu,1,budget
10441,27,24966.0,25,20.3,5,293.0,255,2,5,0,70.8,25.9,767,app,iOS,DE,Sun,1,budget
10442,28,28254.0,19,24.1,10,232.0,474,0,2,0,41.3,64.4,598,web,Android,IN,Thu,0,budget
10443,38,91356.0,61,32.4,7,128.0,173,2,4,0,61.5,56.6,1830,web,Desktop,US,Wed,0,budget
10444,47,106925.0,50,16.6,2,186.0,33,1,3,0,42.8,55.5,1511,app,Desktop,DE,Mon,0,budget
10445,69,57285.0,96,21.6,10,111.0,267,1,4,1,36.3,73.1,2896,app,Android,US,Wed,0,budget
10446,58,15059.0,38,7.3,11,53.0,111,1,5,1,40.7,59.2,1164,store,iOS,US,Wed,0,budget
10447,45,40281.0,75,29.4,6,171.0,131,0,3,0,48.9,45.9,2275,web,Desktop,US,Fri,0,budget
10448,75,39333.0,117,18.9,11,162.0,56,1,4,0,2.6,19.8,3512,web,iOS,TR,Sun,0,budget
10449,18,22117.0,112,41.0,9,206.0,102,3,1,0,60.4,16.6,3365,web,Android,US,Mon,1,budget
10450,46,29089.0,33,12.5,6,234.0,35,0,1,0,19.2,22.5,1005,web,Android,IN,Wed,0,budget
10451,26,28673.0,63,11.8,9,300.0,122,3,4,1,38.3,81.4,1909,store,iOS,BR,Sun,1,budget
10452,31,94753.0,30,19.5,9,168.0,245,0,3,0,0.0,52.0,912,mixed,Android,DE,Mon,1,budget
10453,28,29437.0,58,27.6,7,173.0,203,1,2,0,46.5,88.4,1762,web,iOS,DE,Tue,0,budget
10454,39,43906.0,55,23.0,5,417.0,146,0,2,0,25.2,74.7,1672,app,Desktop,TR,Sun,0,budget
10455,40,26493.0,71,9.3,1,95.0,144,0,3,1,23.6,61.7,2147,mixed,Android,IN,Sun,0,budget
10456,21,71997.0,5,10.7,2,219.0,226,1,3,0,52.9,33.3,150,app,Android,TR,Sun,0,budget
10457,54,11478.0,83,22.8,3,110.0,137,1,2,1,37.5,10.3,2515,store,Desktop,BR,Fri,0,budget
10458,65,28816.0,76,1.0,3,34.0,74,1,2,0,25.9,93.4,2308,app,Android,TR,Wed,0,loyal
10459,23,20373.0,46,20.0,14,252.0,153,2,3,0,42.8,27.7,1398,web,Android,IN,Tue,0,budget
10460,25,20795.0,75,28.0,3,498.0,21,0,3,0,77.8,74.2,2263,web,Android,TR,Thu,0,budget
10461,36,58449.0,76,22.5,4,28.0,120,0,3,0,39.9,82.4,2291,,Android,US,Tue,0,loyal
10462,53,17584.0,3,6.7,5,175.0,164,0,4,0,39.9,31.0,116,web,Desktop,TR,Fri,0,budget
10463,59,40251.0,54,,7,67.0,175,0,2,0,89.8,30.5,1632,web,Desktop,US,Sat,1,budget
10464,37,16064.0,30,16.0,6,249.0,101,3,4,1,72.7,72.4,908,web,Android,DE,Wed,0,budget
10465,40,40536.0,7,20.6,5,123.0,310,1,2,0,,55.0,228,web,Android,BR,Sat,0,budget
10466,20,53331.0,76,26.3,7,348.0,218,0,2,0,61.8,97.1,2302,web,Android,TR,Wed,0,budget
10467,49,40533.0,19,15.7,6,177.0,124,3,2,0,41.0,69.8,594,,Android,IN,Mon,0,budget
10468,68,50052.0,54,24.9,7,89.0,275,3,3,0,49.7,45.6,1637,web,Desktop,TR,Mon,0,budget
10469,32,59835.0,66,,9,119.0,477,0,2,0,86.8,36.2,1991,mixed,iOS,IN,Fri,0,budget
10470,29,45691.0,69,21.4,6,255.0,228,0,1,0,38.0,40.6,2072,app,Android,BR,Tue,0,budget
10471,43,29564.0,13,31.8,11,45.0,71,2,3,1,6.8,15.2,405,mixed,Android,TR,Thu,0,budget
10472,19,34338.0,62,9.8,6,646.0,60,0,2,0,54.3,60.3,1883,web,Android,BR,Sat,0,budget
10473,27,64601.0,21,22.2,9,294.0,252,1,3,0,21.3,44.3,630,app,iOS,IN,Mon,0,budget
10474,24,45837.0,77,33.3,7,175.0,449,0,2,0,0.0,72.2,2336,web,Android,TR,Fri,0,loyal
10475,45,43592.0,15,18.3,7,77.0,45,1,2,0,50.5,50.0,475,web,Android,US,Fri,0,budget
10476,70,31012.0,26,25.8,6,321.0,59,2,4,0,1.9,28.6,784,,Android,US,Thu,1,budget
10477,32,37927.0,67,2.8,4,33.0,238,0,1,0,52.5,71.4,2022,app,iOS,TR,Thu,0,budget
10478,22,25779.0,120,10.2,4,202.0,252,0,1,0,,45.7,3621,web,Android,US,Sat,0,budget
10479,57,13812.0,79,,7,161.0,149,0,1,0,27.2,48.7,2380,web,Android,TR,Thu,0,budget
10480,37,23019.0,86,23.5,7,132.0,198,0,1,0,85.3,94.7,2609,store,Desktop,TR,Thu,1,budget
10481,40,21556.0,60,16.5,10,287.0,416,2,5,1,30.0,0.0,1809,app,Desktop,IN,Sun,0,budget
10482,37,29882.0,21,1.0,5,160.0,240,0,0,0,20.7,41.7,636,web,Desktop,TR,Fri,0,budget
10483,62,19412.0,113,23.4,6,30.0,166,0,1,0,30.6,77.5,3403,app,Android,US,Wed,0,budget
10484,64,61993.0,86,24.2,5,276.0,156,0,1,0,41.4,93.6,2604,,iOS,IN,Sat,0,budget
10485,46,23435.0,55,,4,60.0,256,0,0,0,71.2,58.8,1676,mixed,iOS,US,Wed,0,budget
10486,71,51032.0,64,5.9,10,294.0,93,1,2,0,95.9,71.1,1933,app,iOS,TR,Mon,0,budget
10487,33,27061.0,99,3.9,6,368.0,227,2,3,1,54.8,58.9,2995,web,Android,IN,Thu,0,budget
10488,46,20018.0,102,4.7,5,89.0,133,2,3,0,,71.8,3079,web,,US,Sat,0,budget
10489,74,36212.0,13,24.3,8,113.0,218,0,4,0,55.8,96.0,412,web,iOS,IN,Thu,0,budget
10490,23,36287.0,61,,4,99.0,212,0,1,0,72.3,69.4,1853,,,TR,Wed,0,budget
10491,64,11972.0,111,11.6,10,177.0,233,2,2,0,18.6,75.5,3333,app,Android,IN,Thu,0,budget
10492,56,75386.0,11,17.0,7,135.0,73,1,1,0,22.6,74.5,354,web,Android,TR,Fri,0,budget
10493,38,26239.0,56,,12,115.0,284,0,2,0,51.0,88.5,1693,app,Android,IN,Wed,1,budget
10494,51,41643.0,106,17.4,11,,83,0,1,0,15.3,85.3,3193,web,iOS,TR,Fri,0,budget
10495,48,37572.0,59,24.3,3,330.0,267,0,2,0,43.5,80.3,1780,web,iOS,BR,Thu,0,budget
10496,44,46241.0,5,17.3,2,114.0,58,1,3,0,48.1,24.0,175,,iOS,DE,Mon,0,budget
10497,66,55172.0,93,20.9,5,399.0,81,1,2,0,52.6,30.1,2818,web,Android,TR,Wed,0,budget
10498,33,31836.0,23,14.5,8,244.0,181,0,0,0,61.3,69.9,712,mixed,Desktop,US,Thu,0,budget
10499,32,123240.0,47,26.1,13,172.0,137,0,2,0,,20.0,1438,store,iOS,IN,Mon,0,budget
10500,67,35827.0,93,47.5,4,107.0,309,1,3,0,62.4,42.6,2807,web,iOS,US,Sat,1,budget
10501,63,20829.0,96,16.0,9,422.0,257,0,2,0,48.9,50.1,2902,store,Android,TR,Fri,0,budget
10502,42,35547.0,81,22.8,4,313.0,196,0,2,1,79.2,66.9,2455,app,Android,US,Fri,0,budget
10503,61,25320.0,90,21.6,7,107.0,20,1,4,1,,61.9,2720,web,iOS,TR,Tue,1,budget
10504,38,34218.0,25,20.1,1,244.0,161,3,4,1,,36.6,750,app,Android,IN,Tue,1,budget
10505,31,48905.0,9,1.0,9,226.0,26,0,1,0,72.4,55.4,274,,Android,TR,Tue,0,budget
10506,31,29867.0,18,24.0,2,92.0,308,1,2,0,56.9,49.0,549,app,Android,TR,Thu,0,budget
10507,61,30714.0,78,28.9,7,124.0,95,1,4,1,21.4,57.7,2369,app,Android,TR,Thu,0,budget
10508,22,39193.0,36,22.1,6,254.0,159,2,3,0,77.1,67.6,1081,web,Android,US,Thu,0,budget
10509,65,27610.0,86,16.3,10,331.0,19,0,1,0,51.9,71.3,2609,app,Android,DE,Wed,0,budget
10510,25,30086.0,77,30.7,6,28.0,234,2,4,1,15.4,23.4,2334,web,Android,TR,Wed,0,budget
10511,43,28688.0,34,3.0,9,214.0,189,0,0,0,60.6,39.0,1029,web,iOS,US,Fri,0,budget
10512,67,112401.0,65,5.9,4,185.0,29,1,3,0,24.4,38.1,1958,web,iOS,TR,Thu,0,budget
10513,48,88285.0,83,11.9,1,187.0,364,2,3,0,38.6,33.4,2496,mixed,Android,TR,Mon,0,budget
10514,28,35769.0,11,31.4,8,165.0,222,1,2,0,56.4,22.4,330,app,iOS,US,Fri,0,budget
10515,44,38410.0,45,10.4,7,,37,0,3,0,51.3,56.0,1355,web,Desktop,BR,Thu,0,budget
10516,63,34919.0,79,13.1,7,145.0,120,1,4,1,54.4,33.5,2397,web,Android,US,Tue,0,budget
10517,57,73187.0,115,16.2,1,192.0,117,1,3,0,48.4,36.9,3452,,Android,TR,Wed,0,budget
10518,63,29153.0,74,10.4,10,83.0,234,1,3,1,55.9,23.4,2245,web,Android,TR,Fri,0,budget
10519,25,26132.0,114,18.0,6,1172.0,33,0,2,0,40.4,62.0,3443,web,Android,BR,Wed,0,budget
10520,29,38595.0,36,12.4,4,187.0,485,0,3,1,79.5,52.3,1087,store,Android,US,Fri,0,budget
10521,32,47975.0,107,,11,428.0,140,3,3,0,56.7,61.2,3214,mixed,Android,IN,Fri,0,budget
10522,63,27579.0,55,,13,23.0,99,0,4,1,36.0,60.9,1679,web,Android,DE,Tue,0,budget
10523,42,9873.0,98,1.0,6,220.0,34,0,2,0,56.4,51.4,2961,app,Android,TR,Mon,0,budget
10524,56,28394.0,21,,5,421.0,269,1,3,0,23.2,32.7,637,store,Android,TR,Mon,0,budget
10525,36,48483.0,70,24.8,1,113.0,202,0,2,0,66.0,6.5,2109,app,iOS,TR,Tue,0,budget
10526,58,40097.0,109,27.2,2,257.0,332,2,3,0,74.5,68.8,3284,web,Android,DE,Fri,0,budget
10527,66,32133.0,60,26.8,11,98.0,238,2,5,0,,8.7,1829,mixed,Android,US,Mon,0,budget
10528,29,42704.0,114,9.2,5,717.0,147,0,2,0,49.7,63.3,3420,store,Desktop,US,Wed,1,budget
10529,19,12550.0,30,26.0,9,213.0,259,0,2,0,60.0,57.1,902,mixed,Desktop,US,Tue,0,budget
10530,23,45714.0,24,18.8,7,62.0,232,1,2,0,83.1,88.3,739,app,Android,BR,Thu,0,budget
10531,62,36073.0,55,12.0,2,208.0,341,1,1,0,44.0,80.3,1676,app,Android,IN,Tue,0,budget
10532,59,30462.0,34,8.7,7,,63,2,2,0,34.0,12.9,1023,app,Android,DE,Mon,0,budget
10533,52,51983.0,61,28.1,11,244.0,64,3,5,0,37.2,37.2,1852,app,Desktop,TR,Wed,0,budget
10534,22,44676.0,84,24.0,5,405.0,226,2,3,1,96.0,0.0,2533,app,Desktop,IN,Sun,0,budget
10535,69,23277.0,20,5.2,8,390.0,29,2,2,0,30.9,12.5,617,web,iOS,TR,Fri,0,budget
10536,67,42505.0,31,28.5,5,515.0,245,0,3,0,,66.1,959,app,iOS,BR,Wed,0,budget
10537,72,46909.0,8,27.4,7,136.0,556,0,2,0,27.0,97.1,269,store,Android,TR,Tue,1,budget
10538,72,74960.0,116,20.3,13,136.0,199,3,2,0,,42.8,3489,mixed,iOS,BR,Mon,0,budget
10539,18,31198.0,71,8.9,10,,177,0,1,0,36.6,81.3,2135,store,Android,US,Sun,0,budget
10540,56,50371.0,106,24.5,6,214.0,73,0,7,0,74.7,25.9,3209,web,Android,TR,Thu,0,budget
10541,51,24636.0,89,23.4,8,210.0,125,0,3,0,32.8,93.0,2687,web,,IN,Wed,1,budget
10542,74,27427.0,24,21.9,6,164.0,191,0,1,0,70.0,63.3,730,app,Android,US,Mon,0,budget
10543,54,33376.0,11,30.9,4,361.0,400,0,1,0,49.6,98.9,359,app,Android,US,Fri,0,budget
10544,69,50959.0,9,20.3,10,116.0,181,1,2,0,67.6,27.6,279,app,iOS,TR,Thu,0,budget
10545,30,59134.0,81,16.2,8,132.0,458,1,4,0,44.4,56.0,2431,web,Desktop,BR,Tue,0,budget
10546,71,44643.0,111,,5,329.0,444,0,3,0,50.6,74.9,3354,store,iOS,US,Tue,1,loyal
10547,37,48849.0,35,,11,346.0,110,1,4,0,73.2,31.4,1062,app,Android,TR,Mon,1,budget
10548,41,106701.0,93,23.5,11,120.0,153,1,2,0,,56.6,2813,web,Desktop,BR,Fri,0,budget
10549,49,15591.0,29,28.4,6,462.0,10,1,5,1,30.6,60.9,881,mixed,Android,TR,Thu,0,budget
10550,49,68131.0,7,23.6,10,752.0,244,1,2,1,72.5,32.6,214,app,iOS,US,Sat,0,budget
10551,29,25459.0,9,24.6,7,90.0,310,0,5,0,90.9,47.6,270,app,Android,BR,Mon,0,budget
10552,57,43412.0,30,11.8,5,194.0,78,1,3,0,77.9,45.2,916,,iOS,TR,Thu,1,budget
10553,19,37518.0,117,8.1,6,12.0,106,1,4,1,0.0,79.4,3531,store,Android,IN,Thu,1,loyal
10554,75,45438.0,92,5.0,13,211.0,316,2,3,0,27.4,27.7,2763,web,Android,US,Wed,0,budget
10555,68,26054.0,73,21.1,7,106.0,84,1,3,0,37.3,58.7,2195,,Android,DE,Tue,0,budget
10556,38,53452.0,52,17.0,6,205.0,94,1,5,1,,80.1,1574,web,Desktop,US,Sat,1,budget
10557,37,23922.0,15,14.5,4,176.0,63,0,2,0,44.0,40.5,478,app,Desktop,US,Fri,0,budget
10558,34,52954.0,14,27.7,5,305.0,191,1,1,0,51.4,42.3,422,web,Desktop,US,Tue,0,budget
10559,20,9063.0,34,,10,222.0,190,0,2,0,32.3,68.1,1029,app,Desktop,US,Sun,1,budget
10560,38,35060.0,93,18.1,11,381.0,102,1,3,0,35.3,68.1,2800,web,Android,BR,Mon,0,budget
10561,49,49978.0,54,15.1,12,140.0,208,1,5,0,36.9,83.4,1645,store,Android,US,Fri,0,loyal
10562,58,43286.0,69,5.9,5,219.0,466,0,0,0,25.1,76.0,2077,web,iOS,US,Wed,0,budget
10563,60,45171.0,116,8.8,9,71.0,55,2,2,0,39.0,1.9,3508,web,Android,IN,Sun,0,budget
10564,70,72958.0,103,15.7,5,196.0,29,0,1,0,0.0,60.7,3116,app,Android,US,Mon,0,loyal
10565,61,25336.0,67,18.5,9,,81,2,2,0,55.0,72.4,2017,,Android,BR,Sun,0,budget
10566,42,49058.0,7,18.2,7,,156,0,0,0,13.0,80.1,220,app,Android,IN,Mon,1,budget
10567,47,16952.0,120,,9,120.0,300,2,4,0,48.1,33.5,3612,mixed,iOS,US,Wed,0,budget
